"","YYYY","MM","DD","ATMP"
"3485",2006,"11","18","20.1"
"3486",2006,"11","19","16"
"3487",2006,"11","20","17.1"
"3488",2006,"11","21","12.8"
"3489",2006,"11","22","12.6"
"3490",2006,"11","23","13.3"
"3491",2006,"11","24","16.4"
"3492",2006,"11","25","19.4"
"3493",2006,"11","26","23.3"
"3494",2006,"11","27","24.7"
"3495",2006,"11","28","24.9"
"3496",2006,"11","29","25.2"
"3497",2006,"11","30","25.6"
"3498",2006,"12","01","25.9"
"3499",2006,"12","02","25.3"
"3500",2006,"12","03","25.4"
"3501",2006,"12","04","24.2"
"3502",2006,"12","05","19.2"
"3503",2006,"12","06","23.7"
"3504",2006,"12","07","24.8"
"3505",2006,"12","08","19"
"3506",2006,"12","09","22.7"
"3507",2006,"12","10","22.7"
"3508",2006,"12","11","24"
"3509",2006,"12","12","23.9"
"3510",2006,"12","13","24.4"
"3511",2006,"12","14","24.8"
"3512",2006,"12","15","22.3"
"3513",2006,"12","16","23"
"3514",2006,"12","17","23.6"
"3515",2006,"12","18","24.8"
"3516",2006,"12","19","24.5"
"3517",2006,"12","20","24.3"
"3518",2006,"12","21","24.1"
"3519",2006,"12","22","25"
"3520",2006,"12","23","25.7"
"3521",2006,"12","24","25.8"
"3522",2006,"12","25","26"
"3523",2006,"12","26","21.5"
"3524",2006,"12","27","17.1"
"3525",2006,"12","28","18.3"
"3526",2006,"12","29","24.5"
"3527",2006,"12","30","25"
"3528",2006,"12","31","25"
"3529",2007,"01","01","24.8"
"3530",2007,"01","02","25.3"
"3531",2007,"01","03","25.0"
"3532",2007,"01","04","24.8"
"3533",2007,"01","05","25.5"
"3534",2007,"01","06","25.1"
"3535",2007,"01","07","25.7"
"3536",2007,"01","08","25.6"
"3537",2007,"01","09","18.8"
"3538",2007,"01","10","14.6"
"3539",2007,"01","11","22.6"
"3540",2007,"01","12","23.4"
"3541",2007,"01","13","23.6"
"3542",2007,"01","14","24.0"
"3543",2007,"01","15","24.1"
"3544",2007,"01","16","24.7"
"3545",2007,"01","17","24.8"
"3546",2007,"01","18","24.3"
"3547",2007,"01","19","22.9"
"3548",2007,"01","20","22.6"
"3549",2007,"01","21","23.8"
"3550",2007,"01","22","24.8"
"3551",2007,"01","23","24.3"
"3552",2007,"01","24","24.5"
"3553",2007,"01","25","25.2"
"3554",2007,"01","26","13.5"
"3555",2007,"01","27","21.9"
"3556",2007,"01","28","23.8"
"3557",2007,"01","29","15.4"
"3558",2007,"01","30","15.8"
"3559",2007,"01","31","18.5"
"3560",2007,"02","01","22.6"
"3561",2007,"02","02","25.1"
"3562",2007,"02","03","25.0"
"3563",2007,"02","04","23.6"
"3564",2007,"02","05","21.8"
"3565",2007,"02","06","18.8"
"3566",2007,"02","07","21.8"
"3567",2007,"02","08","22.8"
"3568",2007,"02","09","20.6"
"3569",2007,"02","10","19.6"
"3570",2007,"02","11","18.6"
"3571",2007,"02","12","22.6"
"3572",2007,"02","13","24.2"
"3573",2007,"02","14","24.0"
"3574",2007,"02","15","21.9"
"3575",2007,"02","16","15.4"
"3576",2007,"02","17","9.4"
"3577",2007,"02","18","18.5"
"3578",2007,"02","19","9.8"
"3579",2007,"02","20","20.1"
"3580",2007,"02","21","22.2"
"3581",2007,"02","22","19.6"
"3582",2007,"02","23","18.4"
"3583",2007,"02","24","22.0"
"3584",2007,"02","25","22.9"
"3585",2007,"02","26","24.4"
"3586",2007,"02","27","24.3"
"3587",2007,"02","28","21.6"
"3588",2007,"03","01","24.5"
"3589",2007,"03","02","24.9"
"3590",2007,"03","03","24.6"
"3591",2007,"03","04","20.1"
"3592",2007,"03","05","16.6"
"3593",2007,"03","06","17.4"
"3594",2007,"03","07","21.9"
"3595",2007,"03","08","20.3"
"3596",2007,"03","09","23.2"
"3597",2007,"03","10","21.4"
"3598",2007,"03","11","21.3"
"3599",2007,"03","12","23.2"
"3600",2007,"03","13","22.9"
"3601",2007,"03","14","22.8"
"3602",2007,"03","15","23.6"
"3603",2007,"03","16","23.8"
"3604",2007,"03","17","20.3"
"3605",2007,"03","18","16.7"
"3606",2007,"03","19","21.6"
"3607",2007,"03","20","22.9"
"3608",2007,"03","21","22.0"
"3609",2007,"03","22","23.1"
"3610",2007,"03","23","23.6"
"3611",2007,"03","24","23.4"
"3612",2007,"03","25","23.3"
"3613",2007,"03","26","23.5"
"3614",2007,"03","27","23.9"
"3615",2007,"03","28","23.4"
"3616",2007,"03","29","23.6"
"3617",2007,"03","30","23.5"
"3618",2007,"03","31","22.7"
"3619",2007,"04","01","23.3"
"3620",2007,"04","02","23.8"
"3621",2007,"04","03","24.0"
"3622",2007,"04","04","24.2"
"3623",2007,"04","05","24.4"
"3624",2007,"04","06","21.6"
"3625",2007,"04","07","17.0"
"3626",2007,"04","08","14.9"
"3627",2007,"04","09","23.3"
"3628",2007,"04","10","24.7"
"3629",2007,"04","11","22.1"
"3630",2007,"04","12","25.0"
"3631",2007,"04","13","23.5"
"3632",2007,"04","14","25.5"
"3633",2007,"04","15","26.1"
"3634",2007,"04","16","15.3"
"3635",2007,"04","17","16.0"
"3636",2007,"04","18","19.7"
"3637",2007,"04","19","22.8"
"3638",2007,"04","20","21.9"
"3639",2007,"04","21","22.4"
"3640",2007,"04","22","22.8"
"3641",2007,"04","23","22.6"
"3642",2007,"04","24","24.0"
"3643",2007,"04","25","23.8"
"3644",2007,"04","26","24.7"
"3645",2007,"04","27","24.8"
"3646",2007,"04","28","25.2"
"3647",2007,"04","29","21.9"
"3648",2007,"04","30","25.7"
"3649",2007,"05","01","25.0"
"3650",2007,"05","02","26.0"
"3651",2007,"05","03","26.5"
"3652",2007,"05","04","26.3"
"3653",2007,"05","05","26.3"
"3654",2007,"05","06","26.3"
"3655",2007,"05","07","22.5"
"3656",2007,"05","08","19.0"
"3657",2007,"05","09","22.7"
"3658",2007,"05","10","24.1"
"3659",2007,"05","11","24.4"
"3660",2007,"05","12","24.8"
"3661",2007,"05","13","24.4"
"3662",2007,"05","14","24.5"
"3663",2007,"05","15","25.3"
"3664",2007,"05","16","25.9"
"3665",2007,"05","17","23.7"
"3666",2007,"05","18","25.4"
"3667",2007,"05","19","25.4"
"3668",2007,"05","20","25.5"
"3669",2007,"05","21","26.0"
"3670",2007,"05","22","25.9"
"3671",2007,"05","23","25.6"
"3672",2007,"05","24","25.3"
"3673",2007,"05","25","25.1"
"3674",2007,"05","26","24.9"
"3675",2007,"05","27","25.5"
"3676",2007,"05","28","25.6"
"3677",2007,"05","29","25.5"
"3678",2007,"05","30","25.6"
"3679",2007,"05","31","25.5"
"3680",2007,"06","01","25.3"
"3681",2007,"06","02","26.3"
"3682",2007,"06","03","25.5"
"3683",2007,"06","04","25.8"
"3684",2007,"06","05","27.1"
"3685",2007,"06","06","27.2"
"3686",2007,"06","07","26.8"
"3687",2007,"06","08","26.6"
"3688",2007,"06","09","24.5"
"3689",2007,"06","10","26.5"
"3690",2007,"06","11","27.3"
"3691",2007,"06","12","27.1"
"3692",2007,"06","13","26.9"
"3693",2007,"06","14","26.9"
"3694",2007,"06","15","27.0"
"3695",2007,"06","16","27.1"
"3696",2007,"06","17","26.6"
"3697",2007,"06","18","27.7"
"3698",2007,"06","19","27.4"
"3699",2007,"06","20","27.2"
"3700",2007,"06","21","27.9"
"3701",2007,"06","22","27.9"
"3702",2007,"06","23","28.1"
"3703",2007,"06","24","29.1"
"3704",2007,"06","25","28.8"
"3705",2007,"06","26","27.8"
"3706",2007,"06","27","26.3"
"3707",2007,"06","28","27.1"
"3708",2007,"06","29","28.3"
"3709",2007,"06","30","28.3"
"3710",2007,"07","01","28.6"
"3711",2007,"07","02","28.9"
"3712",2007,"07","03","28.6"
"3713",2007,"07","04","28.3"
"3714",2007,"07","05","29.3"
"3715",2007,"07","06","28.7"
"3716",2007,"07","07","29.2"
"3717",2007,"07","08","29.0"
"3718",2007,"07","09","29.2"
"3719",2007,"07","10","29.5"
"3720",2007,"07","11","28.6"
"3721",2007,"07","12","29.2"
"3722",2007,"07","13","29.4"
"3723",2007,"07","14","28.8"
"3724",2007,"07","15","27.5"
"3725",2007,"07","16","29.1"
"3726",2007,"07","17","29.4"
"3727",2007,"07","18","29.5"
"3728",2007,"07","19","29.2"
"3729",2007,"07","20","29.1"
"3730",2007,"07","21","30.5"
"3731",2007,"07","22","28.0"
"3732",2007,"07","23","28.3"
"3733",2007,"07","24","29.3"
"3734",2007,"07","25","29.5"
"3735",2007,"07","26","29.5"
"3736",2007,"07","27","29.7"
"3737",2007,"07","28","28.6"
"3738",2007,"07","29","28.3"
"3739",2007,"07","30","28.0"
"3740",2007,"07","31","28.7"
"3741",2007,"08","01","28.5"
"3742",2007,"08","02","28.6"
"3743",2007,"08","03","29.3"
"3744",2007,"08","04","29.6"
"3745",2007,"08","05","29.2"
"3746",2007,"08","06","28.9"
"3747",2007,"08","07","28.8"
"3748",2007,"08","08","29.3"
"3749",2007,"08","09","29.5"
"3750",2007,"08","10","29.4"
"3751",2007,"08","11","28.8"
"3752",2007,"08","12","29.3"
"3753",2007,"08","13","28.6"
"3754",2007,"08","14","29.2"
"3755",2007,"08","15","28.6"
"3756",2007,"08","16","29.3"
"3757",2007,"08","17","29.1"
"3758",2007,"08","18","29.2"
"3759",2007,"08","19","29.4"
"3760",2007,"08","20","29.4"
"3761",2007,"08","21","29.3"
"3762",2007,"08","22","28.9"
"3763",2007,"08","23","28.6"
"3764",2007,"08","24","28.6"
"3765",2007,"08","25","26.6"
"3766",2007,"08","26","28.8"
"3767",2007,"08","27","29.2"
"3768",2007,"08","28","29.1"
"3769",2007,"08","29","29.2"
"3770",2007,"08","30","27.9"
"3771",2007,"08","31","28.2"
"3772",2007,"09","01","28.4"
"3773",2007,"09","02","29.0"
"3774",2007,"09","03","28.5"
"3775",2007,"09","04","29.2"
"3776",2007,"09","05","28.5"
"3777",2007,"09","06","29.3"
"3778",2007,"09","07","26.9"
"3779",2007,"09","08","28.8"
"3780",2007,"09","09","27.4"
"3781",2007,"09","10","29.2"
"3782",2007,"09","11","29.2"
"3783",2007,"09","12","29.0"
"3784",2007,"09","13","29.2"
"3785",2007,"09","14","27.5"
"3786",2007,"09","15","27.6"
"3787",2007,"09","16","28.7"
"3788",2007,"09","17","28.8"
"3789",2007,"09","18","27.8"
"3790",2007,"09","19","24.9"
"3791",2007,"09","20","28.6"
"3792",2007,"09","21","28.6"
"3793",2007,"09","22","28.4"
"3794",2007,"09","23","28.9"
"3795",2007,"09","24","26.7"
"3796",2007,"09","25","26.4"
"3797",2007,"09","26","23.2"
"3798",2007,"09","27","25.0"
"3799",2007,"09","28","26.9"
"3800",2007,"09","29","26.8"
"3801",2007,"09","30","26.1"
"3802",2007,"10","01","27.4"
"3803",2007,"10","02","28.1"
"3804",2007,"10","03","28.5"
"3805",2007,"10","04","28.5"
"3806",2007,"10","05","27.6"
"3807",2007,"10","06","28.8"
"3808",2007,"10","07","28.4"
"3809",2007,"10","08","28.5"
"3810",2007,"10","09","28.3"
"3811",2007,"10","10","27.9"
"3812",2007,"10","11","27.6"
"3813",2007,"10","12","28.0"
"3814",2007,"10","13","28.1"
"3815",2007,"10","14","27.7"
"3816",2007,"10","15","27.7"
"3817",2007,"10","16","27.5"
"3818",2007,"10","17","28.3"
"3819",2007,"10","18","28.4"
"3820",2007,"10","19","28.0"
"3821",2007,"10","20","27.2"
"3822",2007,"10","21","27.5"
"3823",2007,"10","22","28.2"
"3824",2007,"10","23","28.0"
"3825",2007,"10","24","27.5"
"3826",2007,"10","25","23.5"
"3827",2007,"10","26","24.4"
"3828",2007,"10","27","27.9"
"3829",2007,"10","28","27.5"
"3830",2007,"10","29","27.5"
"3831",2007,"10","30","27.3"
"3832",2007,"10","31","27.4"
"3833",2007,"11","01","26.8"
"3834",2007,"11","02","24.3"
"3835",2007,"11","03","21.8"
"3836",2007,"11","04","20.7"
"3837",2007,"11","05","22.1"
"3838",2007,"11","06","22.1"
"3839",2007,"11","07","22.1"
"3840",2007,"11","08","18.2"
"3841",2007,"11","09","20.7"
"3842",2007,"11","10","21.1"
"3843",2007,"11","11","21.9"
"3844",2007,"11","12","24.2"
"3845",2007,"11","13","24.7"
"3846",2007,"11","14","21.9"
"3847",2007,"11","15","22.0"
"3848",2007,"11","16","15.8"
"3849",2007,"11","17","19.2"
"3850",2007,"11","18","24.3"
"3851",2007,"11","19","24.6"
"3852",2007,"11","20","24.1"
"3853",2007,"11","21","24.4"
"3854",2007,"11","22","24.9"
"3855",2007,"11","23","25.1"
"3856",2007,"11","24","24.8"
"3857",2007,"11","25","25.3"
"3858",2007,"11","26","25.4"
"3859",2007,"11","27","25.6"
"3860",2007,"11","28","25.1"
"3861",2007,"11","29","25.7"
"3862",2007,"11","30","25.2"
"3863",2007,"12","01","25.3"
"3864",2007,"12","02","25.1"
"3865",2007,"12","03","23.0"
"3866",2007,"12","04","23.1"
"3867",2007,"12","06","22.8"
"3868",2007,"12","07","25.0"
"3869",2007,"12","08","25.2"
"3870",2007,"12","09","25.1"
"3871",2007,"12","10","25.2"
"3872",2007,"12","11","25.1"
"3873",2007,"12","12","25.0"
"3874",2007,"12","13","25.4"
"3875",2007,"12","14","26.0"
"3876",2007,"12","15","26.1"
"3877",2007,"12","16","26.2"
"3878",2007,"12","17","13.4"
"3879",2007,"12","18","16.4"
"3880",2007,"12","19","19.7"
"3881",2007,"12","20","23.3"
"3882",2007,"12","21","23.3"
"3883",2007,"12","22","18.1"
"3884",2007,"12","23","20.9"
"3885",2007,"12","24","21.2"
"3886",2007,"12","25","22.9"
"3887",2007,"12","26","21.9"
"3888",2007,"12","27","23.1"
"3889",2007,"12","28","25.0"
"3890",2007,"12","29","25.0"
"3891",2007,"12","30","24.9"
"3892",2007,"12","31","25.2"
"3893",2008,"01","01","24.8"
"3894",2008,"01","02","11.5"
"3895",2008,"01","03","4.7"
"3896",2008,"01","04","14.1"
"3897",2008,"01","05","21.1"
"3898",2008,"01","06","22.8"
"3899",2008,"01","07","23.4"
"3900",2008,"01","08","23.0"
"3901",2008,"01","09","23.4"
"3902",2008,"01","10","23.5"
"3903",2008,"01","11","23.5"
"3904",2008,"01","12","24.2"
"3905",2008,"01","13","24.2"
"3906",2008,"01","14","23.0"
"3907",2008,"01","15","17.0"
"3908",2008,"01","16","21.9"
"3909",2008,"01","17","24.4"
"3910",2008,"01","18","24.4"
"3911",2008,"01","19","24.6"
"3912",2008,"01","20","21.9"
"3913",2008,"01","21","21.6"
"3914",2008,"01","22","23.4"
"3915",2008,"01","23","24.0"
"3916",2008,"01","24","20.4"
"3917",2008,"01","25","20.2"
"3918",2008,"01","26","21.5"
"3919",2008,"01","27","22.0"
"3920",2008,"01","28","14.7"
"3921",2008,"01","29","18.0"
"3922",2008,"01","30","20.4"
"3923",2008,"01","31","23.3"
"3924",2008,"02","01","23.5"
"3925",2008,"02","02","23.1"
"3926",2008,"02","03","23.5"
"3927",2008,"02","04","24.1"
"3928",2008,"02","05","23.8"
"3929",2008,"02","06","24.6"
"3930",2008,"02","07","25.0"
"3931",2008,"02","08","24.7"
"3932",2008,"02","09","24.9"
"3933",2008,"02","10","22.3"
"3934",2008,"02","11","22.0"
"3935",2008,"02","12","23.6"
"3936",2008,"02","13","25.3"
"3937",2008,"02","14","18.1"
"3938",2008,"02","15","23.2"
"3939",2008,"02","16","24.0"
"3940",2008,"02","17","24.1"
"3941",2008,"02","18","24.8"
"3942",2008,"02","19","24.2"
"3943",2008,"02","20","23.3"
"3944",2008,"02","21","24.1"
"3945",2008,"02","22","24.9"
"3946",2008,"02","23","24.7"
"3947",2008,"02","24","24.3"
"3948",2008,"02","25","22.7"
"3949",2008,"02","26","24.5"
"3950",2008,"02","27","24.7"
"3951",2008,"02","28","11.4"
"3952",2008,"02","29","20.6"
"3953",2008,"03","01","22.1"
"3954",2008,"03","02","22.4"
"3955",2008,"03","03","23.4"
"3956",2008,"03","04","24.2"
"3957",2008,"03","05","24.4"
"3958",2008,"03","06","24.8"
"3959",2008,"03","07","25.1"
"3960",2008,"03","08","25.4"
"3961",2008,"03","09","13.0"
"3962",2008,"03","10","22.7"
"3963",2008,"03","11","23.3"
"3964",2008,"03","12","22.7"
"3965",2008,"03","13","18.0"
"3966",2008,"03","14","20.2"
"3967",2008,"03","15","24.1"
"3968",2008,"03","16","24.1"
"3969",2008,"03","17","24.4"
"3970",2008,"03","18","23.2"
"3971",2008,"03","19","23.8"
"3972",2008,"03","20","24.3"
"3973",2008,"03","21","23.2"
"3974",2008,"03","22","24.2"
"3975",2008,"03","23","23.3"
"3976",2008,"03","24","22.5"
"3977",2008,"03","25","14.7"
"3978",2008,"03","26","21.2"
"3979",2008,"03","27","22.1"
"3980",2008,"03","28","23.2"
"3981",2008,"03","29","22.0"
"3982",2008,"03","30","24.3"
"3983",2008,"03","31","24.6"
"3984",2008,"04","01","24.7"
"3985",2008,"04","02","24.9"
"3986",2008,"04","03","25.0"
"3987",2008,"04","04","25.2"
"3988",2008,"04","05","25.5"
"3989",2008,"04","06","21.4"
"3990",2008,"04","07","22.3"
"3991",2008,"04","08","24.2"
"3992",2008,"04","09","24.1"
"3993",2008,"04","10","24.6"
"3994",2008,"04","11","24.8"
"3995",2008,"04","12","25.7"
"3996",2008,"04","13","25.7"
"3997",2008,"04","14","19.1"
"3998",2008,"04","15","16.1"
"3999",2008,"04","16","14.7"
"4000",2008,"04","17","18.0"
"4001",2008,"04","18","22.8"
"4002",2008,"04","19","23.3"
"4003",2008,"04","20","23.9"
"4004",2008,"04","21","23.3"
"4005",2008,"04","22","20.8"
"4006",2008,"04","23","22.3"
"4007",2008,"04","24","21.9"
"4008",2008,"04","25","24.3"
"4009",2008,"04","26","24.0"
"4010",2008,"04","27","24.4"
"4011",2008,"04","28","25.0"
"4012",2008,"04","29","25.4"
"4013",2008,"04","30","24.6"
"4014",2008,"05","01","22.9"
"4015",2008,"05","02","24.0"
"4016",2008,"05","03","24.6"
"4017",2008,"05","04","24.6"
"4018",2008,"05","05","25.0"
"4019",2008,"05","06","22.3"
"4020",2008,"05","07","24.9"
"4021",2008,"05","08","25.8"
"4022",2008,"05","09","26.2"
"4023",2008,"05","10","26.3"
"4024",2008,"05","11","27.0"
"4025",2008,"05","12","27.4"
"4026",2008,"05","13","21.1"
"4027",2008,"05","14","24.7"
"4028",2008,"05","15","23.9"
"4029",2008,"05","16","25.3"
"4030",2008,"05","17","25.6"
"4031",2008,"05","18","25.9"
"4032",2008,"05","19","27.3"
"4033",2008,"05","20","27.2"
"4034",2008,"05","21","27.6"
"4035",2008,"05","22","27.5"
"4036",2008,"05","23","27.7"
"4037",2008,"05","24","27.7"
"4038",2008,"05","25","26.3"
"4039",2008,"05","26","26.1"
"4040",2008,"05","27","26.0"
"4041",2008,"05","28","26.6"
"4042",2008,"05","29","27.1"
"4043",2008,"05","30","25.5"
"4044",2008,"05","31","27.6"
"4045",2008,"06","01","27.3"
"4046",2008,"06","02","27.7"
"4047",2008,"06","03","27.6"
"4048",2008,"06","04","27.3"
"4049",2008,"06","05","27.7"
"4050",2008,"06","06","27.6"
"4051",2008,"06","07","27.4"
"4052",2008,"06","08","27.1"
"4053",2008,"06","09","27.4"
"4054",2008,"06","10","27.4"
"4055",2008,"06","11","27.8"
"4056",2008,"06","12","28.0"
"4057",2008,"06","13","27.7"
"4058",2008,"06","14","25.6"
"4059",2008,"06","15","26.1"
"4060",2008,"06","16","27.7"
"4061",2008,"06","17","27.6"
"4062",2008,"06","18","27.8"
"4063",2008,"06","19","27.4"
"4064",2008,"06","20","27.9"
"4065",2008,"06","21","28.1"
"4066",2008,"06","22","28.4"
"4067",2008,"06","23","28.3"
"4068",2008,"06","24","28.8"
"4069",2008,"06","25","28.7"
"4070",2008,"06","26","28.5"
"4071",2008,"06","27","28.6"
"4072",2008,"06","28","28.2"
"4073",2008,"06","29","28.4"
"4074",2008,"06","30","28.2"
"4075",2008,"07","01","27.4"
"4076",2008,"07","02","27.4"
"4077",2008,"07","03","28.2"
"4078",2008,"07","04","28.1"
"4079",2008,"07","05","28.1"
"4080",2008,"07","06","28.0"
"4081",2008,"07","07","28.3"
"4082",2008,"07","08","28.5"
"4083",2008,"07","09","28.4"
"4084",2008,"07","10","28.3"
"4085",2008,"07","11","28.3"
"4086",2008,"07","12","28.2"
"4087",2008,"07","13","26.3"
"4088",2008,"07","14","28.3"
"4089",2008,"07","15","27.7"
"4090",2008,"07","16","28.1"
"4091",2008,"07","17","28.3"
"4092",2008,"07","18","28.6"
"4093",2008,"07","19","28.7"
"4094",2008,"07","20","28.8"
"4095",2008,"07","21","28.6"
"4096",2008,"07","22","28.6"
"4097",2008,"07","23","28.4"
"4098",2008,"07","24","26.9"
"4099",2008,"07","25","26.2"
"4100",2008,"07","26","28.8"
"4101",2008,"07","27","28.4"
"4102",2008,"07","28","28.2"
"4103",2008,"07","29","27.9"
"4104",2008,"07","30","28.7"
"4105",2008,"07","31","28.5"
"4106",2008,"08","01","28.9"
"4107",2008,"08","02","28.8"
"4108",2008,"08","03","26.6"
"4109",2008,"08","04","27.9"
"4110",2008,"08","05","28.3"
"4111",2008,"08","06","28.9"
"4112",2008,"08","07","28.8"
"4113",2008,"08","08","28.6"
"4114",2008,"08","09","29.3"
"4115",2008,"08","10","29.0"
"4116",2008,"08","11","27.6"
"4117",2008,"08","12","28.9"
"4118",2008,"08","13","28.7"
"4119",2008,"08","14","29.3"
"4120",2008,"08","15","29.6"
"4121",2008,"08","16","29.4"
"4122",2008,"08","17","29.4"
"4123",2008,"08","18","26.0"
"4124",2008,"08","19","27.8"
"4125",2008,"08","20","28.7"
"4126",2008,"08","21","29.0"
"4127",2008,"08","22","28.9"
"4128",2008,"08","27","29.0"
"4129",2008,"08","28","29.0"
"4130",2008,"08","29","27.3"
"4131",2008,"08","30","27.3"
"4132",2008,"08","31","28.7"
"4133",2008,"09","01","28.8"
"4134",2008,"09","02","28.7"
"4135",2008,"09","03","28.4"
"4136",2008,"09","04","28.0"
"4137",2008,"09","05","27.3"
"4138",2008,"09","06","28.2"
"4139",2008,"09","07","27.9"
"4140",2008,"09","08","28.4"
"4141",2008,"09","09","27.7"
"4142",2008,"09","10","28.4"
"4143",2008,"09","11","27.8"
"4144",2008,"09","12","27.7"
"4145",2008,"09","13","27.8"
"4146",2008,"09","14","27.8"
"4147",2008,"09","15","27.5"
"4148",2008,"09","16","28.2"
"4149",2008,"09","17","27.8"
"4150",2008,"09","18","27.7"
"4151",2008,"09","19","27.3"
"4152",2008,"09","20","27.4"
"4153",2008,"09","21","27.8"
"4154",2008,"09","22","28.0"
"4155",2008,"09","23","27.7"
"4156",2008,"09","24","25.7"
"4157",2008,"09","25","26.3"
"4158",2008,"09","26","25.6"
"4159",2008,"09","27","24.4"
"4160",2008,"09","28","27.6"
"4161",2008,"09","29","27.7"
"4162",2008,"09","30","25.1"
"4163",2008,"10","01","24.8"
"4164",2008,"10","02","25.9"
"4165",2008,"10","03","25.9"
"4166",2008,"10","04","26.8"
"4167",2008,"10","05","27.7"
"4168",2008,"10","06","28.0"
"4169",2008,"10","07","27.9"
"4170",2008,"10","08","27.6"
"4171",2008,"10","09","28.0"
"4172",2008,"10","10","27.8"
"4173",2008,"10","11","28.1"
"4174",2008,"10","12","27.9"
"4175",2008,"10","13","27.2"
"4176",2008,"10","14","27.9"
"4177",2008,"10","15","26.7"
"4178",2008,"10","16","26.5"
"4179",2008,"10","17","25.9"
"4180",2008,"10","18","25.1"
"4181",2008,"10","19","23.7"
"4182",2008,"10","20","25.8"
"4183",2008,"10","21","25.4"
"4184",2008,"10","22","26.5"
"4185",2008,"10","23","26.1"
"4186",2008,"10","24","26.2"
"4187",2008,"10","25","26.9"
"4188",2008,"10","26","25.6"
"4189",2008,"10","27","23.4"
"4190",2008,"10","28","16.3"
"4191",2008,"10","29","14.7"
"4192",2008,"10","30","18.2"
"4193",2008,"10","31","24.2"
"4194",2008,"11","01","21.4"
"4195",2008,"11","02","21.7"
"4196",2008,"11","03","21.4"
"4197",2008,"11","04","20.4"
"4198",2008,"11","05","19.0"
"4199",2008,"11","06","19.9"
"4200",2008,"11","07","24.5"
"4201",2008,"11","08","25.3"
"4202",2008,"11","09","21.8"
"4203",2008,"11","10","20.8"
"4204",2008,"11","11","25.2"
"4205",2008,"11","12","25.8"
"4206",2008,"11","13","25.9"
"4207",2008,"11","14","25.9"
"4208",2008,"11","15","26.0"
"4209",2008,"11","16","19.6"
"4210",2008,"11","17","14.8"
"4211",2008,"11","18","16.3"
"4212",2008,"11","19","13.7"
"4213",2008,"11","20","16.1"
"4214",2008,"11","21","17.3"
"4215",2008,"11","22","21.0"
"4216",2008,"11","23","21.7"
"4217",2008,"11","24","22.2"
"4218",2008,"11","25","19.9"
"4219",2008,"11","26","17.8"
"4220",2008,"11","27","19.6"
"4221",2008,"11","28","20.6"
"4222",2008,"11","29","22.2"
"4223",2008,"11","30","24.7"
"4224",2008,"12","01","22.6"
"4225",2008,"12","02","21.8"
"4226",2008,"12","03","13.8"
"4227",2008,"12","04","21.8"
"4228",2008,"12","05","21.6"
"4229",2008,"12","06","23.1"
"4230",2008,"12","07","21.3"
"4231",2008,"12","08","21.3"
"4232",2008,"12","09","23.4"
"4233",2008,"12","10","24.2"
"4234",2008,"12","11","24.9"
"4235",2008,"12","12","21.8"
"4236",2008,"12","13","14.7"
"4237",2008,"12","14","22.8"
"4238",2008,"12","15","23.8"
"4239",2008,"12","16","24.2"
"4240",2008,"12","17","23.3"
"4241",2008,"12","18","22.6"
"4242",2008,"12","19","22.7"
"4243",2008,"12","20","23.1"
"4244",2008,"12","21","22.8"
"4245",2008,"12","22","19.1"
"4246",2008,"12","23","21.9"
"4247",2008,"12","24","22.4"
"4248",2008,"12","25","23.8"
"4249",2008,"12","26","23.6"
"4250",2008,"12","27","23.5"
"4251",2008,"12","28","23.4"
"4252",2008,"12","29","23.4"
"4253",2008,"12","30","20.5"
"4254",2008,"12","31","21.4"
"4255",2009,"01","01","19.6"
"4256",2009,"01","02","22.0"
"4257",2009,"01","03","21.9"
"4258",2009,"01","04","23.1"
"4259",2009,"01","05","23.0"
"4260",2009,"01","06","23.3"
"4261",2009,"01","07","24.2"
"4262",2009,"01","08","18.8"
"4263",2009,"01","09","18.5"
"4264",2009,"01","10","21.9"
"4265",2009,"01","11","23.2"
"4266",2009,"01","12","21.9"
"4267",2009,"01","13","24.4"
"4268",2009,"01","14","15.1"
"4269",2009,"01","15","16.4"
"4270",2009,"01","16","16.4"
"4271",2009,"01","17","14.4"
"4272",2009,"01","18","20.8"
"4273",2009,"01","19","18.8"
"4274",2009,"01","20","21.1"
"4275",2009,"01","21","8.6"
"4276",2009,"01","22","9.1"
"4277",2009,"01","23","14.8"
"4278",2009,"01","24","17.5"
"4279",2009,"01","25","19.0"
"4280",2009,"01","26","21.1"
"4281",2009,"01","27","22.1"
"4282",2009,"01","28","22.6"
"4283",2009,"01","29","23.2"
"4284",2009,"01","30","22.7"
"4285",2009,"01","31","11.7"
"4286",2009,"02","01","18.6"
"4287",2009,"02","02","21.7"
"4288",2009,"02","03","18.6"
"4289",2009,"02","04","12.7"
"4290",2009,"02","05","5.2"
"4291",2009,"02","06","9.9"
"4292",2009,"02","07","18.9"
"4293",2009,"02","08","20.4"
"4294",2009,"02","09","20.3"
"4295",2009,"02","10","21.4"
"4296",2009,"02","11","22.5"
"4297",2009,"02","12","22.7"
"4298",2009,"02","13","20.7"
"4299",2009,"02","14","20.7"
"4300",2009,"02","15","21.6"
"4301",2009,"02","16","20.6"
"4302",2009,"02","17","17.7"
"4303",2009,"02","18","19.6"
"4304",2009,"02","19","22.2"
"4305",2009,"02","20","16.5"
"4306",2009,"02","21","19.0"
"4307",2009,"02","22","21.8"
